title,placeUrl,website,status,subtitle,rating,reviewCount,category,address,phoneNumber,searchQuery,email,phoneFromWebsite
"New Spring Cleaners - Laundromat, Dry Clean, Wash & Fold Service","https://www.google.com/maps/place/New+Spring+Cleaners+-+Laundromat,+Dry+Clean,+Wash+%26+Fold+Service/data=!4m7!3m6!1s0x89c259be2c8e354d:0xa29f2769e350e6da!8m2!3d40.7384855!4d-74.0039961!16s%2Fg%2F1thd2qjt!19sChIJTTWOLL5ZwokR2uZQ42knn6I",http://www.newspringcleaners.com/,Data found,,4.3,73,Dry cleaner,"45 8th Ave, New York, NY 10014, United States",+1 212-741-4014,small laundry in new york city,contact@sansoxygen.com,(212) 741 4014
965 Laundromat,https://www.google.com/maps/place/965+Laundromat/data=!4m7!3m6!1s0x89c2f72331bff077:0x27de6c871689ef53!8m2!3d40.8012813!4d-73.9648756!16s%2Fg%2F11m41lz4wt!19sChIJd_C_MSP3wokRU--JFods3ic,,No website found,,4.4,79,Laundromat,"965 Amsterdam Ave, New York, NY 10025, United States",+1 212-663-1490,small laundry in new york city,,
Wewash Laundry & Cleaners,https://www.google.com/maps/place/Wewash+Laundry+%26+Cleaners/data=!4m7!3m6!1s0x89c2590b230ac057:0x1796851b5497714!8m2!3d40.7358509!4d-73.9795362!16s%2Fg%2F11c75ctyqv!19sChIJV8AKIwtZwokRFHdJtVFoeQE,,No website found,,3.6,18,Laundry,"363 1st Ave., New York, NY 10010, United States",+1 646-590-0225,small laundry in new york city,,
"Fresh Clean Laundry, Inc.","https://www.google.com/maps/place/Fresh+Clean+Laundry,+Inc./data=!4m7!3m6!1s0x89c2f7c68ffb9bfb:0xd866536e5a903b2e!8m2!3d40.8383857!4d-73.9402301!16s%2Fg%2F11mpcf9tc9!19sChIJ-5v7j8b3wokRLjuQWm5TZtg",https://freshcleanlaundryinc.com/,Data found,,3.9,14,Laundromat,"1093 St Nicholas Ave, New York, NY 10032, United States",+1 917-261-2618,small laundry in new york city,freshcleanlaundryinc@gmail.com,917-261-2618
Sunshine Laundromat,https://www.google.com/maps/place/Sunshine+Laundromat/data=!4m7!3m6!1s0x89c25940d28d30d7:0x440bdbf591a17208!8m2!3d40.72928!4d-73.953601!16s%2Fg%2F1tfpqlyr!19sChIJ1zCN0kBZwokRCHKhkfXbC0Q,http://sunshinelaundromat.com/,Data found,,4.7,546,Laundromat,"860 Manhattan Ave, Brooklyn, NY 11222, United States",+1 718-475-2055,small laundry in new york city,pinball@sunshinelaundromat.com,718-475-2055
Fold New York Pick-up & Delivery,https://www.google.com/maps/place/Fold+New+York+Pick-up+%26+Delivery/data=!4m7!3m6!1s0x89c25e987b30335d:0xcc7995f424e3174c!8m2!3d40.7135448!4d-73.9119392!16s%2Fg%2F1v2kybp_!19sChIJXTMwe5hewokRTBfjJPSVecw,https://foldny.com/,Data found,,3.6,91,Laundromat,"5325 Metropolitan Ave, Flushing, NY 11385, United States",+1 718-417-6781,small laundry in new york city,info@foldny.com,(718) 417-6781
Bubbles N Go Laundromat,https://www.google.com/maps/place/Bubbles+N+Go+Laundromat/data=!4m7!3m6!1s0x89c2f68301169a45:0xcf82b10290b8f311!8m2!3d40.835405!4d-73.939574!16s%2Fg%2F1tkc30wh!19sChIJRZoWAYP2wokREfO4kAKxgs8,http://www.bubblesngolaundry.com/,No data found,,4.3,139,Laundromat,"1026 St Nicholas Ave, New York, NY 10032, United States",+1 917-261-6763,small laundry in new york city,,
Miss Bubble Laundromat,https://www.google.com/maps/place/Miss+Bubble+Laundromat/data=!4m7!3m6!1s0x89c2f6728ce2daeb:0x1f7137caf53311e3!8m2!3d40.8112318!4d-73.9463739!16s%2Fg%2F11c6lvfqbk!19sChIJ69rijHL2wokR4xEz9co3cR8,https://www.msbubblegreen.com/,No data found,,3.3,51,Laundromat,"2171 Adam Clayton Powell Jr Blvd, New York, NY 10027, United States",+1 646-692-6843,small laundry in new york city,,
Xtra Kleen,https://www.google.com/maps/place/Xtra+Kleen/data=!4m7!3m6!1s0x89c2f6281d58a297:0xd79b30ae604746be!8m2!3d40.7929598!4d-73.97237!16s%2Fg%2F1tzlzx82!19sChIJl6JYHSj2wokRvkZHYK4wm9c,,No website found,,3.5,53,Laundromat,"210 W 94th St # 3, New York, NY 10025, United States",+1 212-678-0414,small laundry in new york city,,
Reliable Laundry & Cleaners,https://www.google.com/maps/place/Reliable+Laundry+%26+Cleaners/data=!4m7!3m6!1s0x89c25981941a080f:0x321876d038e6d07f!8m2!3d40.7189709!4d-73.9844361!16s%2Fg%2F1tfxyyyp!19sChIJDwgalIFZwokRf9DmONB2GDI,,No website found,,4.2,24,Laundry service,"174 Rivington St, New York, NY 10002, United States",+1 212-598-0381,small laundry in new york city,,
Madison Ave Laundry,https://www.google.com/maps/place/Madison+Ave+Laundry/data=!4m7!3m6!1s0x89c2f60f0b1bee7d:0xc8a4bd4d37114ed1!8m2!3d40.8002423!4d-73.9444091!16s%2Fg%2F1tdd1mfp!19sChIJfe4bCw_2wokR0U4RN029pMg,http://www.madisonavelaundry.com/,Data found,,4.2,146,Laundromat,"1773 Madison Ave, New York, NY 10035, United States",+1 212-722-2844,small laundry in new york city,info@mysite.com,(212) 722 - 2844
So Clean Laundromat,https://www.google.com/maps/place/So+Clean+Laundromat/data=!4m7!3m6!1s0x89c258bf38130c17:0xb8f0821e696aa76d!8m2!3d40.7720807!4d-73.9544148!16s%2Fg%2F1hc2rc7hp!19sChIJFwwTOL9YwokRbadqaR6C8Lg,http://so-clean-laundromat.poi.place/,Data found,,2.8,57,Laundromat,"328 E 78th St, New York, NY 10075, United States",+1 212-861-4288,small laundry in new york city,addinfo@edan.io,
Miss Bubble Laundromat,https://www.google.com/maps/place/Miss+Bubble+Laundromat/data=!4m7!3m6!1s0x89c2f6125c1cd5ed:0x4e21e1bb76a503d8!8m2!3d40.8068218!4d-73.9495471!16s%2Fg%2F12645qr1x!19sChIJ7dUcXBL2wokR2AOldrvhIU4,https://www.msbubblegreen.com/,No data found,,3.5,63,Laundromat,"2037 Adam Clayton Powell Jr Blvd, New York, NY 10027, United States",+1 347-612-9607,small laundry in new york city,,
G & M Laundromat,https://www.google.com/maps/place/G+%26+M+Laundromat/data=!4m7!3m6!1s0x89c2599e0c2ba18b:0x92ccd1d9069a77b5!8m2!3d40.7310186!4d-73.9841603!16s%2Fg%2F11b7l8f8pl!19sChIJi6ErDJ5ZwokRtXeaBtnRzJI,,No website found,,4.5,37,Laundry,"336 E 13th St, New York, NY 10003, United States",+1 212-505-7288,small laundry in new york city,,
Suds Buds,https://www.google.com/maps/place/Suds+Buds/data=!4m7!3m6!1s0x89c259e238dcd733:0x3ee06b9635e0aa8e!8m2!3d40.7294032!4d-73.9786182!16s%2Fg%2F11vr454g6p!19sChIJM9fcOOJZwokRjqrgNZZr4D4,http://www.sudsbuds.com/,Data found,,4.9,59,Laundromat,"540 E 14th St, New York, NY 10009, United States",+1 646-654-6774,small laundry in new york city,hello@sudsbuds.com,(646) 654-6774
Miss Bubble Laundromat,https://www.google.com/maps/place/Miss+Bubble+Laundromat/data=!4m7!3m6!1s0x89c259da584b0e2f:0xae553996b8c2e970!8m2!3d40.7796021!4d-73.9470384!16s%2Fg%2F11j431b4q4!19sChIJLw5LWNpZwokRcOnCuJY5Va4,https://www.msbubblegreen.com/,No data found,,3.5,28,Laundromat,"1746 1st Ave., New York, NY 10128, United States",+1 646-838-5171,small laundry in new york city,,
Happy Laundry,https://www.google.com/maps/place/Happy+Laundry/data=!4m7!3m6!1s0x89c2f69fc013505f:0x2d93f7fe6964aaca!8m2!3d40.8460428!4d-73.9375798!16s%2Fg%2F1tfzhp__!19sChIJX1ATwJ_2wokRyqpkaf73ky0,,No website found,,4.3,38,Laundromat,"619 W 175th St, New York, NY 10033, United States",+1 646-490-4070,small laundry in new york city,,
Jian’s Laundromat,https://www.google.com/maps/place/Jian%E2%80%99s+Laundromat/data=!4m7!3m6!1s0x89c259c539f48211:0x1208c13b9378a77!8m2!3d40.7688803!4d-73.953044!16s%2Fg%2F11ry05cgm3!19sChIJEYL0OcVZwokRd4o3uROMIAE,http://jianslaundromat.com/,No data found,,4.3,45,Laundry service,"440 E 75th St, New York, NY 10021, United States",+1 212-717-9274,small laundry in new york city,,
Rattle & Hum Laundry Co.,https://www.google.com/maps/place/Rattle+%26+Hum+Laundry+Co./data=!4m7!3m6!1s0x89c25b8e9d4802d7:0x92f6ea811ce312a5!8m2!3d40.704853!4d-73.9429397!16s%2Fg%2F11fklyxqkp!19sChIJ1wJInY5bwokRpRLjHIHq9pI,https://www.rattlehumlaundry.com/,Data found,,4.1,133,Laundromat,"95 Graham Ave, Brooklyn, NY 11206, United States",+1 718-559-0434,small laundry in new york city,help@rattlehumlaundry.com,718-559-0434
Manhattan Best Landromat,https://www.google.com/maps/place/Manhattan+Best+Landromat/data=!4m7!3m6!1s0x89c258a6d0a8b55b:0x9cc8080b0221962d!8m2!3d40.7874902!4d-73.952941!16s%2Fg%2F1tz76w_p!19sChIJW7Wo0KZYwokRLZYhAgsIyJw,,No website found,,3.7,45,Laundromat,"60 E 97th St, New York, NY 10029, United States",+1 212-987-6979,small laundry in new york city,,
C U Launderette Inc,https://www.google.com/maps/place/C+U+Launderette+Inc/data=!4m7!3m6!1s0x89c25861fac60569:0x9ab2491d2a0c436e!8m2!3d40.7791774!4d-73.9836409!16s%2Fg%2F1thfgbyl!19sChIJaQXG-mFYwokRbkMMKh1Jspo,,No website found,,4.6,17,Laundromat,"244 W 72nd St, New York, NY 10023, United States",+1 212-724-6505,small laundry in new york city,,
Camila Laundry,https://www.google.com/maps/place/Camila+Laundry/data=!4m7!3m6!1s0x89c2f3f72016f873:0x8fc3c052021c3cad!8m2!3d40.8685409!4d-73.9213758!16s%2Fg%2F11c56bz0ss!19sChIJc_gWIPfzwokRrTwcAlLAw48,,No website found,,3.6,28,Laundromat,"89 Cooper St, New York, NY 10034, United States",+1 212-942-0474,small laundry in new york city,,
E.T. Laundry,https://www.google.com/maps/place/E.T.+Laundry/data=!4m7!3m6!1s0x89c25f0addd8ca93:0x365758b3f7d2043c!8m2!3d40.7603064!4d-73.9269718!16s%2Fg%2F11grpqst9d!19sChIJk8rY3QpfwokRPATS97NYVzY,,No website found,,4.4,79,Laundromat,"32-70 A 31st St, Queens, NY 11106, United States",+1 718-777-1511,small laundry in new york city,,
Miss Bubble Laundromat,https://www.google.com/maps/place/Miss+Bubble+Laundromat/data=!4m7!3m6!1s0x89c2f6088a60a779:0xe78f05f6c29f1f46!8m2!3d40.7992321!4d-73.9386687!16s%2Fg%2F11bbrlt4d0!19sChIJeadgigj2wokRRh-fwvYFj-c,https://www.msbubblegreen.com/,No data found,,3.9,59,Laundromat,"2167 3rd Ave, New York, NY 10035, United States",+1 212-722-1300,small laundry in new york city,,
Cornelia Street Laundromat,https://www.google.com/maps/place/Cornelia+Street+Laundromat/data=!4m7!3m6!1s0x89c25993b0c6cda5:0xd331cbb2d094ab5!8m2!3d40.7312268!4d-74.0024759!16s%2Fg%2F1vvdw3sr!19sChIJpc3GsJNZwokRtUoJLbscMw0,,No website found,,4.4,41,Laundromat,"30 Cornelia St # 2, New York, NY 10014, United States",+1 212-727-3218,small laundry in new york city,,
The Laundry Taxi,https://www.google.com/maps/place/The+Laundry+Taxi/data=!4m7!3m6!1s0x89c25958091fed71:0x6a913b405e8e642c!8m2!3d40.7109636!4d-73.9486454!16s%2Fg%2F11bw4t8rx5!19sChIJce0fCVhZwokRLGSOXkA7kWo,http://www.laundrytaxi.com/,Data found,,4.5,38,Laundromat,"578 Grand St, Brooklyn, NY 11211, United States",+1 718-683-4995,small laundry in new york city,thelaundrytaxi@gmail.com,(718) 683-4995
Miss Bubble Laundromat,https://www.google.com/maps/place/Miss+Bubble+Laundromat/data=!4m7!3m6!1s0x89c2f616c867b517:0xc02d0998f7ae9e40!8m2!3d40.8037967!4d-73.9545333!16s%2Fg%2F11c60c3d70!19sChIJF7VnyBb2wokRQJ6u95gJLcA,https://www.msbubblegreen.com/,No data found,,3.7,68,Laundromat,"242 W 116th St, New York, NY 10026, United States",+1 212-864-1116,small laundry in new york city,,
Laundry to Go,https://www.google.com/maps/place/Laundry+to+Go/data=!4m7!3m6!1s0x89c2599a13e90703:0x8f4c19fca09f9bd2!8m2!3d40.7210972!4d-73.9954164!16s%2Fg%2F11k9jgb4h7!19sChIJAwfpE5pZwokR0pufoPwZTI8,,No website found,,3.8,20,Laundromat,"196 Mott St, New York, NY 10012, United States",+1 646-455-0606,small laundry in new york city,,
Miss Bubble Laundromat,https://www.google.com/maps/place/Miss+Bubble+Laundromat/data=!4m7!3m6!1s0x89c2f60e89f6e863:0xb95bcf3ffd9b5036!8m2!3d40.8031164!4d-73.9449128!16s%2Fg%2F1tjxglb9!19sChIJY-j2iQ72wokRNlCb_T_PW7k,https://www.msbubblegreen.com/,No data found,,3.3,70,Laundromat,"1492 5th Ave, New York, NY 10035, United States",+1 212-722-2356,small laundry in new york city,,
Village Cleaners Laundry,https://www.google.com/maps/place/Village+Cleaners+Laundry/data=!4m7!3m6!1s0x89c259928d5a2611:0xb78952f3613b1d2d!8m2!3d40.7296089!4d-74.0042338!16s%2Fg%2F1vcq8hv8!19sChIJESZajZJZwokRLR07YfNSibc,,No website found,,3.3,72,Laundromat,"66 Carmine St, New York, NY 10014, United States",+1 212-255-5043,small laundry in new york city,,
The Laundry Room,https://www.google.com/maps/place/The+Laundry+Room/data=!4m7!3m6!1s0x89c25f406769f1d5:0x6fadaf738572a776!8m2!3d40.7662677!4d-73.9150486!16s%2Fg%2F11ckkx6gss!19sChIJ1fFpZ0BfwokRdqdyhXOvrW8,,No website found,,4.0,50,Laundry service,"37-01 28th Ave, Astoria, NY 11103, United States",+1 718-606-9444,small laundry in new york city,,
Clothes Pin Laundromat,https://www.google.com/maps/place/Clothes+Pin+Laundromat/data=!4m7!3m6!1s0x89c2585192da8deb:0x2f3fd80b7840f62e!8m2!3d40.7622526!4d-73.9932711!16s%2Fg%2F11bbwl0jkj!19sChIJ643aklFYwokRLvZAeAvYPy8,,No website found,,3.0,57,Laundromat,"656 10th Ave, New York, NY 10036, United States",+1 212-586-6158,small laundry in new york city,,
Laundry Land,https://www.google.com/maps/place/Laundry+Land/data=!4m7!3m6!1s0x89c2597525df8a45:0xb48d791ed68ccb87!8m2!3d40.7343691!4d-73.980663!16s%2Fg%2F11b6bjf5_p!19sChIJRYrfJXVZwokRh8uM1h55jbQ,,No website found,,3.9,50,Laundry,"325 1st Ave., New York, NY 10003, United States",+1 212-539-1993,small laundry in new york city,,
Best Wash & Dry Inc,https://www.google.com/maps/place/Best+Wash+%26+Dry+Inc/data=!4m7!3m6!1s0x89c258516063d0b9:0x413d539db7bbbe8b!8m2!3d40.7611612!4d-73.9903313!16s%2Fg%2F1tr18gy5!19sChIJudBjYFFYwokRi767t51TPUE,,No website found,,3.4,52,Laundromat,"670 9th Ave #2, New York, NY 10036, United States",,small laundry in new york city,,
Laundromat,https://www.google.com/maps/place/Laundromat/data=!4m7!3m6!1s0x89c25851b700d93d:0xc7740f9d41fb4edb!8m2!3d40.7634236!4d-73.9929884!16s%2Fg%2F1tdng4z8!19sChIJPdkAt1FYwokR2077QZ0PdMc,,No website found,,3.3,93,Laundromat,"703 10th Ave, 500 W 48th St, New York, NY 10036, United States",+1 212-757-1124,small laundry in new york city,,
New York Wash,https://www.google.com/maps/place/New+York+Wash/data=!4m7!3m6!1s0x89c25882c2c919a3:0x7918419b7ee0371e!8m2!3d40.7913059!4d-73.9725656!16s%2Fg%2F1td0tt5d!19sChIJoxnJwoJYwokRHjfgfptBGHk,,No website found,,3.3,111,Laundromat,"648 Amsterdam Ave, New York, NY 10025, United States",+1 212-874-2791,small laundry in new york city,,
Lemon Laundry,https://www.google.com/maps/place/Lemon+Laundry/data=!4m7!3m6!1s0x89c25f1c8d18404b:0xaf74862a5260deb6!8m2!3d40.747506!4d-73.903058!16s%2Fg%2F11dylwlc71!19sChIJS0AYjRxfwokRtt5gUiqGdK8,http://lemonlaundromat.com/,Data found,,4.5,92,Laundry service,"60-11 39th Ave, Woodside, NY 11377, United States",+1 917-832-7407,small laundry in new york city,,1 (917) 832-7407
Lin's Laundromat,https://www.google.com/maps/place/Lin%27s+Laundromat/data=!4m7!3m6!1s0x89c2599df099ffb1:0x222a9cd9493a91e9!8m2!3d40.7297438!4d-73.9834266!16s%2Fg%2F1vvdw3s_!19sChIJsf-Z8J1ZwokR6ZE6SdmcKiI,,No website found,,4.6,44,Laundromat,"194 1st Ave. #1, New York, NY 10009, United States",+1 212-253-0763,small laundry in new york city,,
Laundry Pick up and Delivery NYC,https://www.google.com/maps/place/Laundry+Pick+up+and+Delivery+NYC/data=!4m7!3m6!1s0x89c2f731d2006331:0x1752a5b02a2bb7dd!8m2!3d40.8039087!4d-73.9386209!16s%2Fg%2F11srzcf255!19sChIJMWMA0jH3wokR3bcrKrClUhc,http://247wash.com/,Data found,,5.0,16,Dry cleaner,"116-122 E 124th St suite 350, New York, NY 10035, United States",,small laundry in new york city,impallari@gmail.com,
Harlem Spin City Laundromat,https://www.google.com/maps/place/Harlem+Spin+City+Laundromat/data=!4m7!3m6!1s0x89c2f609f8ccd949:0xe78d520a46426b66!8m2!3d40.8026895!4d-73.9363039!16s%2Fg%2F1td59k2b!19sChIJSdnM-An2wokRZmtCRgpSjec,,No website found,,4.1,58,Laundromat,"2275 3rd Ave, New York, NY 10035, United States",+1 212-427-7746,small laundry in new york city,,
Spinfast Laundry,https://www.google.com/maps/place/Spinfast+Laundry/data=!4m7!3m6!1s0x89c25fb235d2bf23:0x5ee62e337ca7d404!8m2!3d40.7635833!4d-73.9210308!16s%2Fg%2F11f6yy1b78!19sChIJI7_SNbJfwokRBNSnfDMu5l4,,No website found,,4.4,34,Laundromat,"30-94 34th St, Queens, NY 11103, United States",,small laundry in new york city,,
Lee Laundromat Manhattan Inc.,https://www.google.com/maps/place/Lee+Laundromat+Manhattan+Inc./data=!4m7!3m6!1s0x89c2f69e45a85a8b:0xcf5623dbff56068e!8m2!3d40.8442058!4d-73.9379934!16s%2Fg%2F11f4_6dlfb!19sChIJi1qoRZ72wokRjgZW_9sjVs8,,No website found,,4.1,21,Laundromat,"604 W 173rd St, New York, NY 10032, United States",+1 646-918-7097,small laundry in new york city,,
West 79th Street Laundromat,https://www.google.com/maps/place/West+79th+Street+Laundromat/data=!4m7!3m6!1s0x89c2588891b76b1d:0xd26e1dd0a2fb1328!8m2!3d40.7833276!4d-73.9792306!16s%2Fg%2F1v6p5624!19sChIJHWu3kYhYwokRKBP7otAdbtI,,No website found,,4.4,61,Laundromat,"218 W 79th St, New York, NY 10024, United States",+1 212-595-8776,small laundry in new york city,,
Reliable Laundry & Cleaners,https://www.google.com/maps/place/Reliable+Laundry+%26+Cleaners/data=!4m7!3m6!1s0x89c258b9d019b219:0xcbea67a8ad449e86!8m2!3d40.7728301!4d-73.948542!16s%2Fg%2F1tct9ml1!19sChIJGbIZ0LlYwokRhp5Erahn6ss,,No website found,,4.6,10,Laundromat,"506 E 82nd St, New York, NY 10028, United States",+1 212-734-2160,small laundry in new york city,,
Well More Laundromat,https://www.google.com/maps/place/Well+More+Laundromat/data=!4m7!3m6!1s0x89c259bbebde1915:0x101f4fb7cefb3d77!8m2!3d40.743555!4d-73.999393!16s%2Fg%2F1w15_c0m!19sChIJFRne67tZwokRdz37zrdPHxA,http://well-more-laundromat.slue.io/,Data found,,3.9,36,Laundromat,"204 8th Ave #1, New York, NY 10011, United States",+1 212-366-9764,small laundry in new york city,addinfo@edan.io,
"Hackensack Green Cleaners - Dry Cleaning, Laundry, Alterations","https://www.google.com/maps/place/Hackensack+Green+Cleaners+-+Dry+Cleaning,+Laundry,+Alterations/data=!4m7!3m6!1s0x89c2fa1083c844dd:0xdc0bdb0b82db5eee!8m2!3d40.8924982!4d-74.0451822!16s%2Fg%2F1td4l1fg!19sChIJ3UTIgxD6wokR7l7bggvbC9w",https://www.hackensackgreencleaners.com/,Data found,,4.5,157,Dry cleaner,"143 Passaic St, Hackensack, NJ 07601, United States",+1 201-487-0020,small dry cleaning in new york city,contact@hackensackgreencleaners.com,201-487-0020
LaundryPal,https://www.google.com/maps/place/LaundryPal/data=!4m7!3m6!1s0x89c2573964a8ae3d:0xc41cddbd1fac16ff!8m2!3d40.7681142!4d-74.0404621!16s%2Fg%2F11m_xc6lk6!19sChIJPa6oZDlXwokR_xasH73dHMQ,http://laundrypal.com/,Data found,,4.7,40,Laundry service,"2010 John F. Kennedy Blvd, Union City, NJ 07087, United States",+1 888-888-4312,small dry cleaning in new york city,info@laundrypal.com,1-888-888-4312
J’s Cleaners,https://www.google.com/maps/place/J%E2%80%99s+Cleaners/data=!4m7!3m6!1s0x89c2590669efdd07:0x5b5f6952a7dde2fb!8m2!3d40.746232!4d-73.978689!16s%2Fg%2F1tqnmk53!19sChIJB93vaQZZwokR--Ldp1JpX1s,http://www.jscleaners.com/,Data found,,4.3,59,Dry cleaner,"155 E 34th St, New York, NY 10016, United States",+1 212-213-0060,small dry cleaning in new york city,,(212) 716-1177
Little J Cleaners,https://www.google.com/maps/place/Little+J+Cleaners/data=!4m7!3m6!1s0x89c2591d8a2f4669:0xbf2620b47c1a6b97!8m2!3d40.753587!4d-73.968978!16s%2Fg%2F1tdbgbng!19sChIJaUYvih1ZwokRl2safLQgJr8,https://www.jscleaners.nyc/,Data found,,3.2,13,Dry cleaner,"301 E 48th St # 1, Between 1st & 2nd Avenue, New York, NY 10017, United States",+1 212-935-2411,small dry cleaning in new york city,,(212) 716-1177
Little J Cleaners,https://www.google.com/maps/place/Little+J+Cleaners/data=!4m7!3m6!1s0x89c259bdf74b4581:0x33a11ba76fbe2441!8m2!3d40.7380107!4d-73.9998336!16s%2Fg%2F1tnjkh2h!19sChIJgUVL971ZwokRQSS-b6cboTM,http://www.jscleaners.com/,Data found,,4.3,28,Dry cleaner,"47 7th Ave, New York, NY 10011, United States",,small dry cleaning in new york city,,(212) 716-1177
Little J Cleaners,https://www.google.com/maps/place/Little+J+Cleaners/data=!4m7!3m6!1s0x89c258e224b5c2d3:0x8b11f000c220a424!8m2!3d40.7543037!4d-73.9661254!16s%2Fg%2F1td2vthk!19sChIJ08K1JOJYwokRJKQgwgDwEYs,https://www.jscleaners.nyc/,Data found,,3.6,15,Dry cleaner,"897 1st Ave., New York, NY 10022, United States",+1 212-588-0481,small dry cleaning in new york city,,(212) 716-1177
DryClean NYC,https://www.google.com/maps/place/DryClean+NYC/data=!4m7!3m6!1s0x89c2f6105af89209:0x8e2d734c03927129!8m2!3d40.8003558!4d-73.9513518!16s%2Fg%2F1hhjkrhk3!19sChIJCZL4WhD2wokRKXGSA0xzLY4,https://drycleannyc.com/,Data found,,4.7,313,Dry cleaner,"61 Malcolm X Blvd, New York, NY 10026, United States",+1 212-864-2571,small dry cleaning in new york city,info@drycleannyc.com,212- 876-9014
Dry Cleaning Pick Up & Delivery NYC,https://www.google.com/maps/place/Dry+Cleaning+Pick+Up+%26+Delivery+NYC/data=!4m7!3m6!1s0x89c25919f6b41acf:0x2ff16c4d65a52359!8m2!3d40.7459079!4d-73.9792649!16s%2Fg%2F11p5z6qbyh!19sChIJzxq09hlZwokRWSOlZU1s8S8,http://www.marksdrycleaning.com/,Data found,,3.8,6,Dry cleaner,"150 E 34th St #521, New York, NY 10016, United States",+1 917-217-9191,small dry cleaning in new york city,mullokandovm@yahoo.com,(718) 651-6456
DryClean NYC,https://www.google.com/maps/place/DryClean+NYC/data=!4m7!3m6!1s0x89c2f67c7dde6721:0x4fa1adc618674105!8m2!3d40.8243368!4d-73.9442173!16s%2Fg%2F1ptzkjg3m!19sChIJIWfefXz2wokRBUFnGMatoU8,http://www.drycleannyc.com/,Data found,,4.7,155,Dry cleaner,"708 St Nicholas Ave, New York, NY 10031, United States",+1 212-234-3818,small dry cleaning in new york city,info@drycleannyc.com,212- 876-9014
New York Cleaners,https://www.google.com/maps/place/New+York+Cleaners/data=!4m7!3m6!1s0x89c259bd26c63bff:0xd7be9559afa9a947!8m2!3d40.7392827!4d-73.9961812!16s%2Fg%2F1vljh7qy!19sChIJ_zvGJr1ZwokRR6mpr1mVvtc,,No website found,,3.9,30,Dry cleaner,"104 W 17th St, New York, NY 10011, United States",+1 212-243-0433,small dry cleaning in new york city,,
Liox Cleaners & Laundry,https://www.google.com/maps/place/Liox+Cleaners+%26+Laundry/data=!4m7!3m6!1s0x89c25986c29da8fb:0xc9b1a410886bd01c!8m2!3d40.7813047!4d-73.9771184!16s%2Fg%2F1jgm4c3_j!19sChIJ-6idwoZZwokRHNBriBCksck,https://www.lioxclean.com/,Data found,,3.5,129,Dry cleaner,,+1 212-203-6624,small dry cleaning in new york city,info@lioxclean.com,855-550-4545
NY Finest Dry Cleaners,https://www.google.com/maps/place/NY+Finest+Dry+Cleaners/data=!4m7!3m6!1s0x89c258e6b10e8749:0x2df7ed87c87c8b86!8m2!3d40.757889!4d-73.9643702!16s%2Fg%2F11bccmm0ht!19sChIJSYcOseZYwokRhot8yIft9y0,,No website found,,3.0,16,Dry cleaner,"336 E 56th St, New York, NY 10022, United States",+1 646-922-8244,small dry cleaning in new york city,,
Michelle Cleaners Inc,https://www.google.com/maps/place/Michelle+Cleaners+Inc/data=!4m7!3m6!1s0x89c259773406c73f:0x8ce6001d9463900d!8m2!3d40.726237!4d-73.977599!16s%2Fg%2F1tdg8qg_!19sChIJP8cGNHdZwokRDZBjlB0A5ow,,No website found,,4.9,318,Dry cleaner,"169 Loisaida Ave, New York, NY 10009, United States",+1 212-982-8021,small dry cleaning in new york city,,
Excellent Cleaners,https://www.google.com/maps/place/Excellent+Cleaners/data=!4m7!3m6!1s0x89c2586003c428f5:0x762f632c490229cf!8m2!3d40.7753098!4d-73.9831675!16s%2Fg%2F1tg363t8!19sChIJ9SjEA2BYwokRzykCSSxjL3Y,,No website found,,4.6,61,Dry cleaner,"137 W 67th St, New York, NY 10023, United States",+1 212-580-2781,small dry cleaning in new york city,,
Quality Plus Dry Cleaners,https://www.google.com/maps/place/Quality+Plus+Dry+Cleaners/data=!4m7!3m6!1s0x89c2599e7b7a793f:0x69f5f3f3dd99454f!8m2!3d40.7311745!4d-73.9854993!16s%2Fg%2F11c5zx90hp!19sChIJP3l6e55ZwokRT0WZ3fPz9Wk,,No website found,,4.8,21,Dry cleaner,"200 2nd Ave, New York, NY 10003, United States",+1 212-358-8838,small dry cleaning in new york city,,
"ByNext - Dry Cleaning, Laundry, Home Cleaning - Union Square","https://www.google.com/maps/place/ByNext+-+Dry+Cleaning,+Laundry,+Home+Cleaning+-+Union+Square/data=!4m7!3m6!1s0x89c25999ca47b33f:0x6d7e5fe971575fc3!8m2!3d40.7340951!4d-73.9934554!16s%2Fg%2F11b5wq4lmn!19sChIJP7NHyplZwokRw19Xcelffm0",https://bynext.co/,No data found,,3.0,57,Dry cleaner,"20 E 12th St, New York, NY 10003, United States",+1 646-476-2525,small dry cleaning in new york city,,
Sky Blue NYC (formerly Sky Blue Cleaners & UptownTailors),https://www.google.com/maps/place/Sky+Blue+NYC+%28formerly+Sky+Blue+Cleaners+%26+UptownTailors%29/data=!4m7!3m6!1s0x89c2f66cf66774f7:0x6d0246ff80022aa3!8m2!3d40.8123929!4d-73.9508964!16s%2Fg%2F11bxgbgwg0!19sChIJ93Rn9mz2wokRoyoCgP9GAm0,http://skybluenyc.com/,Data found,,4.6,260,Dry cleaner,"354 St Nicholas Ave, New York, NY 10027, United States",+1 917-232-5083,small dry cleaning in new york city,info@skybluenyc.com,(917) 232-5083
